;title;genre;movieId;imdbId;year
75;Big Bully ;Comedy|Drama;75;115676;1996
76;Screamers ;Sci-Fi|Thriller;76;114367;1995
77;Nico Icon ;Documentary;77;113973;1995
78;Crossing Guard, The ;Drama;78;112744;1995
79;Juror, The ;Drama|Thriller;79;116731;1996
80;White Balloon, The (Badkonake Sefid ) ;Drama;80;112445;1995
81;Things to Do in Denver when You're Dead ;Crime|Drama|Romance;81;114660;1995
82;Antonia's Line (Antonia) ;Drama;82;112379;1995
83;Once Upon a Time... When We Were Colored ;Drama;83;114039;1995
84;Last Summer in the Hamptons ;Comedy|Drama;84;113612;1995
85;Angels and Insects ;Drama|Romance;85;112365;1995
86;White Squall ;Adventure|Drama;86;118158;1996
87;Dunston Checks In ;Children's|Comedy;87;116151;1996
88;Black Sheep ;Comedy;88;115697;1996
89;Nick of Time ;Action|Thriller;89;113972;1995
90;Journey of August King, The ;Drama;90;113490;1995
92;Mary Reilly ;Drama|Thriller;92;117002;1996
93;Vampire in Brooklyn ;Comedy|Romance;93;114825;1995
94;Beautiful Girls ;Drama;94;115639;1996
95;Broken Arrow ;Action|Thriller;95;115759;1996
96;In the Bleak Midwinter ;Comedy;96;113403;1995
97;Hate (Haine, La) ;Drama;97;113247;1995
98;Shopping ;Action|Thriller;98;111173;1994
99;Heidi Fleiss: Hollywood Madam ;Documentary;99;113283;1995
100;City Hall ;Drama|Thriller;100;115907;1996
101;Bottle Rocket ;Comedy;101;115734;1996
102;Mr. Wrong ;Comedy;102;117102;1996
103;Unforgettable ;Thriller;103;118040;1996
104;Happy Gilmore ;Comedy;104;116483;1996
105;Bridges of Madison County, The ;Drama|Romance;105;112579;1995
106;Nobody Loves Me (Keiner liebt mich) ;Comedy|Drama;106;110251;1994
107;Muppet Treasure Island ;Adventure|Children's|Comedy|Musical;107;117110;1996
108;Catwalk ;Documentary;108;112646;1995
109;Headless Body in Topless Bar ;Comedy;109;113276;1995
110;Braveheart ;Action|Drama|War;110;112573;1995
111;Taxi Driver ;Drama|Thriller;111;75314;1976
112;Rumble in the Bronx ;Action|Adventure|Crime;112;113326;1995
113;Before and After ;Drama|Mystery;113;115645;1996
114;Margaret's Museum ;Drama;114;113774;1995
115;Happiness Is in the Field ;Comedy;115;112556;1995
116;Anne Frank Remembered ;Documentary;116;112373;1995
117;Young Poisoner's Handbook, The ;Crime;117;115033;1995
118;If Lucy Fell ;Comedy|Romance;118;116606;1996
119;Steal Big, Steal Little ;Comedy;119;114536;1995
120;Race the Sun ;Drama;120;117427;1996
121;Boys of St. Vincent, The ;Drama;121;106473;1993
122;Boomerang ;Comedy|Romance;122;103859;1992
123;Chungking Express ;Drama|Mystery|Romance;123;109424;1994
124;Star Maker, The (Uomo delle stelle, L') ;Drama;124;114808;1995
125;Flirting With Disaster ;Comedy;125;116324;1996
126;NeverEnding Story III, The ;Adventure|Children's|Fantasy;126;110647;1994
127;Silence of the Palace, The (Saimt el Qusur) ;Drama;127;111055;1994
128;Jupiter's Wife ;Documentary;128;110217;1994
129;Pie in the Sky ;Comedy|Romance;129;114131;1995
130;Angela ;Drama;130;112364;1995
131;Frankie Starlight ;Drama|Romance;131;113107;1995
132;Jade ;Thriller;132;113451;1995
133;Nueba Yol ;Comedy|Drama;133;114015;1995
134;Sonic Outlaws ;Documentary;134;114500;1995
135;Down Periscope ;Comedy;135;116130;1996
136;From the Journals of Jean Seberg ;Documentary;136;113125;1995
137;Man of the Year ;Documentary;137;113756;1995
138;Neon Bible, The ;Drama;138;113952;1995
139;Target ;Action|Drama;139;114618;1995
140;Up Close and Personal ;Drama|Romance;140;118055;1996
141;Birdcage, The ;Comedy;141;115685;1996
142;Shadows (Cienie) ;Drama;142;94878;1988
143;Gospa ;Drama;143;113200;1995
144;Brothers McMullen, The ;Comedy;144;112585;1995
145;Bad Boys ;Action;145;112442;1995
146;Amazing Panda Adventure, The ;Adventure|Children's;146;112342;1995
147;Basketball Diaries, The ;Drama;147;112461;1995
148;Awfully Big Adventure, An ;Drama;148;112427;1995
149;Amateur ;Crime|Drama|Thriller;149;109093;1994
150;Apollo 13 ;Drama;150;112384;1995
151;Rob Roy ;Drama|Romance|War;151;114287;1995
152;Addiction, The ;Horror;152;112288;1995
153;Batman Forever ;Action|Adventure|Comedy|Crime;153;112462;1995
154;Belle de jour ;Drama;154;61395;1967
155;Beyond Rangoon ;Drama|War;155;112495;1995
156;Blue in the Face ;Comedy;156;112541;1995
157;Canadian Bacon ;Comedy|War;157;109370;1994
158;Casper ;Adventure|Children's;158;112642;1995
159;Clockers ;Drama;159;112688;1995
160;Congo ;Action|Adventure|Mystery|Sci-Fi;160;112715;1995
161;Crimson Tide ;Drama|Thriller|War;161;112740;1995
162;Crumb ;Documentary;162;109508;1994
163;Desperado ;Action|Romance|Thriller;163;112851;1995
164;Devil in a Blue Dress ;Crime|Film-Noir|Mystery|Thriller;164;112857;1995
165;Die Hard: With a Vengeance ;Action|Thriller;165;112864;1995
166;Doom Generation, The ;Comedy|Drama;166;112887;1995
167;Feast of July ;Drama;167;113044;1995
168;First Knight ;Action|Adventure|Drama|Romance;168;113071;1995
169;Free Willy 2: The Adventure Home ;Adventure|Children's|Drama;169;113114;1995
170;Hackers ;Action|Crime|Thriller;170;113243;1995
171;Jeffrey ;Comedy;171;113464;1995
172;Johnny Mnemonic ;Action|Sci-Fi|Thriller;172;113481;1995
173;Judge Dredd ;Action|Adventure|Sci-Fi;173;113492;1995
174;Jury Duty ;Comedy;174;113500;1995
175;Kids ;Drama;175;113540;1995
176;Living in Oblivion ;Comedy;176;113677;1995
177;Lord of Illusions ;Horror;177;113690;1995
178;Love & Human Remains ;Comedy;178;107447;1993
179;Mad Love ;Drama|Romance;179;113729;1995
180;Mallrats ;Comedy;180;113749;1995
181;Mighty Morphin Power Rangers: The Movie ;Action|Children's;181;113820;1995
182;Moonlight and Valentino ;Drama|Romance;182;113851;1995
183;Mute Witness ;Thriller;183;110604;1994
184;Nadja ;Drama;184;110620;1994
185;Net, The ;Sci-Fi|Thriller;185;113957;1995
186;Nine Months ;Comedy;186;113986;1995
187;Party Girl ;Comedy;187;114095;1995
188;Prophecy, The ;Horror;188;114194;1995
189;Reckless ;Comedy;189;114241;1995
190;Safe ;Thriller;190;114323;1995
191;Scarlet Letter, The ;Drama;191;114345;1995
192;Show, The ;Documentary;192;114435;1995
193;Showgirls ;Drama;193;114436;1995
194;Smoke ;Drama;194;114478;1995
195;Something to Talk About ;Comedy|Drama|Romance;195;114496;1995
196;Species ;Horror|Sci-Fi;196;114508;1995
197;Stars Fell on Henrietta, The ;Drama;197;114534;1995
198;Strange Days ;Action|Crime|Sci-Fi;198;114558;1995
199;Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ;Drama|Musical;199;58450;1964
200;Tie That Binds, The ;Thriller;200;114666;1995
201;Three Wishes ;Drama;201;114663;1995
202;Total Eclipse ;Drama|Romance;202;114702;1995
203;To Wong Foo, Thanks for Everything! Julie Newmar ;Comedy;203;114682;1995
204;Under Siege 2: Dark Territory ;Action;204;114781;1995
205;Unstrung Heroes ;Comedy|Drama;205;114798;1995
206;Unzipped ;Documentary;206;114805;1995
207;Walk in the Clouds, A ;Drama|Romance;207;114887;1995
208;Waterworld ;Action|Adventure;208;114898;1995
209;White Man's Burden ;Drama;209;114928;1995
210;Wild Bill ;Western;210;114938;1995
211;Browning Version, The ;Drama;211;109340;1994
212;Bushwhacked ;Comedy;212;112602;1995
213;Burnt By the Sun (Utomlyonnye solntsem) ;Drama;213;111579;1994
214;Before the Rain (Pred dozhdot) ;Drama;214;110882;1994
215;Before Sunrise ;Drama|Romance;215;112471;1995
216;Billy Madison ;Comedy;216;112508;1995
217;Babysitter, The ;Drama|Thriller;217;112438;1995
218;Boys on the Side ;Comedy|Drama;218;112571;1995
219;Cure, The ;Drama;219;112757;1995
220;Castle Freak ;Horror;220;112643;1995
222;Circle of Friends ;Drama|Romance;222;112679;1995
223;Clerks ;Comedy;223;109445;1994
224;Don Juan DeMarco ;Comedy|Drama|Romance;224;112883;1995
225;Disclosure ;Drama|Thriller;225;109635;1994
226;Dream Man ;Thriller;226;112899;1995
227;Drop Zone ;Action;227;109676;1994
228;Destiny Turns on the Radio ;Comedy;228;112854;1995
229;Death and the Maiden ;Drama|Thriller;229;109579;1994
230;Dolores Claiborne ;Drama|Thriller;230;109642;1994
231;Dumb & Dumber ;Comedy;231;109686;1994
232;Eat Drink Man Woman ;Comedy|Drama;232;111797;1994
233;Exotica ;Drama;233;109759;1994
234;Exit to Eden ;Comedy;234;109758;1994
235;Ed Wood ;Comedy|Drama;235;109707;1994
236;French Kiss ;Comedy|Romance;236;113117;1995
237;Forget Paris ;Comedy|Romance;237;113097;1995
238;Far From Home: The Adventures of Yellow Dog ;Adventure|Children's;238;113028;1995
239;Goofy Movie, A ;Animation|Children's|Comedy|Romance;239;113198;1995
240;Hideaway ;Thriller;240;113303;1995
241;Fluke ;Children's|Drama;241;113089;1995
242;Farinelli: il castrato ;Drama|Musical;242;109771;1994
243;Gordy ;Comedy;243;113199;1995
244;Gumby: The Movie ;Animation|Children's;244;113234;1995
245;Glass Shield, The ;Crime|Drama;245;109906;1994
246;Hoop Dreams ;Documentary;246;110057;1994
247;Heavenly Creatures ;Drama|Fantasy|Romance|Thriller;247;110005;1994
248;Houseguest ;Comedy;248;110066;1994
249;Immortal Beloved ;Drama|Romance;249;110116;1994
250;Heavyweights ;Children's|Comedy;250;110006;1994
251;Hunted, The ;Action;251;113360;1995
252;I.Q. ;Comedy|Romance;252;110099;1994
253;Interview with the Vampire ;Drama|Horror;253;110148;1994
254;Jefferson in Paris ;Drama;254;113463;1995
255;Jerky Boys, The ;Comedy;255;110189;1994
256;Junior ;Comedy|Sci-Fi;256;110216;1994
257;Just Cause ;Mystery|Thriller;257;113501;1995
258;Kid in King Arthur's Court, A ;Adventure|Children's|Comedy|Fantasy|Romance;258;113538;1995
259;Kiss of Death ;Crime|Drama|Thriller;259;113552;1995
260;Star Wars: Episode IV - A New Hope ;Action|Adventure|Fantasy|Sci-Fi;260;76759;1977
261;Little Women ;Drama;261;110367;1994
262;Little Princess, A ;Children's|Drama;262;113670;1995
263;Ladybird Ladybird ;Drama;263;110296;1994
264;Enfer, L' ;Drama;264;109731;1994
265;Like Water for Chocolate (Como agua para chocolate) ;Drama|Romance;265;103994;1992
266;Legends of the Fall ;Drama|Romance|War|Western;266;110322;1994
267;Major Payne ;Comedy;267;110443;1994
268;Little Odessa ;Drama;268;110365;1994
269;My Crazy Life (Mi vida loca) ;Drama;269;107566;1993
270;Love Affair ;Drama|Romance;270;110391;1994
271;Losing Isaiah ;Drama;271;113691;1995
272;Madness of King George, The ;Drama;272;110428;1994
273;Mary Shelley's Frankenstein ;Drama|Horror;273;109836;1994
274;Man of the House ;Comedy;274;113755;1995
275;Mixed Nuts ;Comedy;275;110538;1994
276;Milk Money ;Comedy|Romance;276;110516;1994
277;Miracle on 34th Street ;Drama;277;110527;1994
278;Miami Rhapsody ;Comedy;278;113808;1995
279;My Family ;Drama;279;113896;1995
280;Murder in the First ;Drama|Thriller;280;113870;1995
281;Nobody's Fool ;Drama;281;110684;1994
282;Nell ;Drama;282;110638;1994
283;New Jersey Drive ;Crime|Drama;283;113967;1995
284;New York Cop ;Action|Crime;284;117169;1996
285;Beyond Bedlam ;Drama|Horror;285;106402;1993
286;Nemesis 2: Nebula ;Action|Sci-Fi|Thriller;286;113948;1995
287;Nina Takes a Lover ;Comedy|Romance;287;110671;1994
288;Natural Born Killers ;Action|Thriller;288;110632;1994
289;Only You ;Comedy|Romance;289;110737;1994
290;Once Were Warriors ;Crime|Drama;290;110729;1994
291;Poison Ivy II ;Thriller;291;114151;1995
292;Outbreak ;Action|Drama|Thriller;292;114069;1995
293;Professional, The (a.k.a. Leon: The Professional) ;Crime|Drama|Romance|Thriller;293;110413;1994
294;Perez Family, The ;Comedy|Romance;294;114113;1995
295;Pyromaniac's Love Story, A ;Comedy|Romance;295;114210;1995
296;Pulp Fiction ;Crime|Drama;296;110912;1994
297;Panther ;Drama;297;114084;1995
298;Pushing Hands ;Comedy;298;105652;1992
299;Priest ;Drama;299;110889;1994
300;Quiz Show ;Drama;300;110932;1994
301;Picture Bride ;Drama|Romance;301;114129;1995
302;Queen Margot (La Reine Margot) ;Drama|Romance;302;110963;1994
303;Quick and the Dead, The ;Action|Adventure|Western;303;114214;1995
304;Roommates ;Comedy|Drama;304;114296;1995
305;Ready to Wear (Pret-A-Porter) ;Comedy;305;110907;1994
306;Three Colors: Red ;Drama;306;111495;1994
307;Three Colors: Blue ;Drama;307;108394;1993
308;Three Colors: White ;Drama;308;111507;1994
309;Red Firecracker, Green Firecracker ;Drama;309;110769;1994
310;Rent-a-Kid ;Comedy;310;114268;1995
311;Relative Fear ;Horror|Thriller;311;110965;1994
312;Stuart Saves His Family ;Comedy;312;114571;1995
313;Swan Princess, The ;Animation|Children's;313;111333;1994
314;Secret of Roan Inish, The ;Drama;314;111112;1994
315;Specialist, The ;Action;315;111255;1994
316;Stargate ;Action|Adventure|Sci-Fi;316;111282;1994
317;Santa Clause, The ;Children's|Comedy|Fantasy;317;111070;1994
318;Shawshank Redemption, The ;Drama;318;111161;1994
319;Shallow Grave ;Thriller;319;111149;1994
320;Suture ;Film-Noir|Thriller;320;108260;1993
321;Strawberry and Chocolate (Fresa y chocolate) ;Drama;321;106966;1993
322;Swimming with Sharks ;Comedy|Drama;322;114594;1995
324;Sum of Us, The ;Comedy;324;111309;1994
325;National Lampoon's Senior Trip ;Comedy;325;113936;1995
326;To Live (Huozhe) ;Drama;326;110081;1994
327;Tank Girl ;Action|Comedy|Musical|Sci-Fi;327;114614;1995
328;Tales From the Crypt Presents: Demon Knight ;Horror;328;114608;1995
329;Star Trek: Generations ;Action|Adventure|Sci-Fi;329;111280;1994
330;Tales from the Hood ;Comedy|Horror;330;114609;1995
331;Tom & Viv ;Drama;331;111454;1994
332;Village of the Damned ;Horror|Sci-Fi;332;114852;1995
333;Tommy Boy ;Comedy;333;114694;1995
334;Vanya on 42nd Street ;Drama;334;111590;1994
335;Underneath, The ;Mystery|Thriller;335;114788;1995
336;Walking Dead, The ;Drama|War;336;114888;1995
337;What's Eating Gilbert Grape ;Drama;337;108550;1993
338;Virtuosity ;Sci-Fi|Thriller;338;114857;1995
339;While You Were Sleeping ;Comedy|Romance;339;114924;1995
340;War, The ;Adventure|Drama;340;111667;1994
341;Double Happiness ;Drama;341;109655;1994
342;Muriel's Wedding ;Comedy|Romance;342;110598;1994
343;Baby-Sitters Club, The ;Children's;343;112435;1995
344;Ace Ventura: Pet Detective ;Comedy;344;109040;1994
345;Adventures of Priscilla, Queen of the Desert, The ;Comedy|Drama;345;109045;1994
346;Backbeat ;Drama|Musical;346;106339;1993
347;Bitter Moon ;Drama;347;104779;1992
348;Bullets Over Broadway ;Comedy;348;109348;1994
349;Clear and Present Danger ;Action|Adventure|Thriller;349;109444;1994
350;Client, The ;Drama|Mystery|Thriller;350;109446;1994
351;Corrina, Corrina ;Comedy|Drama|Romance;351;109484;1994
352;Crooklyn ;Comedy;352;109504;1994
353;Crow, The ;Action|Romance|Thriller;353;109506;1994
354;Cobb ;Drama;354;109450;1994
355;Flintstones, The ;Children's|Comedy;355;109813;1994
356;Forrest Gump ;Comedy|Romance|War;356;109830;1994
357;Four Weddings and a Funeral ;Comedy|Romance;357;109831;1994
358;Higher Learning ;Drama;358;113305;1995
359;I Like It Like That ;Comedy|Drama|Romance;359;110091;1994
360;I Love Trouble ;Action|Comedy;360;110093;1994
361;It Could Happen to You ;Drama|Romance;361;110167;1994
362;Jungle Book, The ;Adventure|Children's|Romance;362;110213;1994
363;Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) ;Documentary;363;107472;1993
364;Lion King, The ;Animation|Children's|Musical;364;110357;1994
365;Little Buddha ;Drama;365;107426;1993
366;Wes Craven's New Nightmare ;Horror;366;111686;1994
367;Mask, The ;Comedy|Crime|Fantasy;367;110475;1994
368;Maverick ;Action|Comedy|Western;368;110478;1994
369;Mrs. Parker and the Vicious Circle ;Drama;369;110588;1994
370;Naked Gun 33 1/3: The Final Insult ;Comedy;370;110622;1994
371;Paper, The ;Comedy|Drama;371;110771;1994
372;Reality Bites ;Comedy|Drama;372;110950;1994
373;Red Rock West ;Thriller;373;105226;1992
374;Richie Rich ;Children's|Comedy;374;110989;1994
375;Safe Passage ;Drama;375;111054;1994
376;River Wild, The ;Action|Thriller;376;110997;1994
377;Speed ;Action|Romance|Thriller;377;111257;1994
378;Speechless ;Comedy|Romance;378;111256;1994
379;Timecop ;Action|Sci-Fi;379;111438;1994
380;True Lies ;Action|Adventure|Comedy|Romance;380;111503;1994
381;When a Man Loves a Woman ;Drama;381;111693;1994
382;Wolf ;Drama|Horror;382;111742;1994
383;Wyatt Earp ;Western;383;111756;1994
384;Bad Company ;Action;384;112443;1995
385;Man of No Importance, A ;Drama;385;110455;1994
386;S.F.W. ;Drama;386;111048;1994
387;Low Down Dirty Shame, A ;Action|Comedy;387;110399;1994
388;Boys Life ;Drama;388;112570;1995
389;Colonel Chabert, Le ;Drama|Romance|War;389;109454;1994
390;Faster Pussycat! Kill! Kill! ;Action|Comedy|Drama;390;59170;1965
391;Jason's Lyric ;Crime|Drama;391;110186;1994
392;Secret Adventures of Tom Thumb, The ;Adventure|Children's;392;108069;1993
393;Street Fighter ;Action;393;111301;1994
394;Coldblooded ;Action;394;112702;1995
395;Desert Winds ;Drama;395;112849;1995
396;Fall Time ;Drama;396;113014;1995
397;Fear, The ;Horror;397;113043;1995
398;Frank and Ollie ;Documentary;398;113104;1995
399;Girl in the Cadillac ;Drama;399;113173;1995
400;Homage ;Drama;400;113319;1995
401;Mirage ;Action|Thriller;401;113827;1995
402;Open Season ;Comedy;402;114047;1996
403;Two Crimes ;Comedy|Crime|Drama;403;112889;1995
404;Brother Minister: The Assassination of Malcolm X ;Documentary;404;109339;1994
405;Highlander III: The Sorcerer ;Action|Sci-Fi;405;110027;1994
406;Federal Hill ;Drama;406;109785;1994
407;In the Mouth of Madness ;Horror|Thriller;407;113409;1995
408;8 Seconds ;Drama;408;109021;1994
409;Above the Rim ;Drama;409;109035;1994
410;Addams Family Values ;Comedy;410;106220;1993
411;You So Crazy ;Comedy;411;111804;1994
412;Age of Innocence, The ;Drama;412;106226;1993
413;Airheads ;Comedy;413;109068;1994
414;Air Up There, The ;Comedy;414;109067;1994
415;Another Stakeout ;Comedy|Thriller;415;106292;1993
416;Bad Girls ;Western;416;109198;1994
417;Barcelona ;Comedy|Romance;417;109219;1994
418;Being Human ;Drama;418;106379;1993
419;Beverly Hillbillies, The ;Comedy;419;106400;1993
420;Beverly Hills Cop III ;Action|Comedy;420;109254;1994
421;Black Beauty ;Adventure|Children's;421;109279;1994
422;Blink ;Thriller;422;109297;1994
423;Blown Away ;Action|Thriller;423;109303;1994
424;Blue Chips ;Drama;424;109305;1994
425;Blue Sky ;Drama|Romance;425;109306;1994
426;Body Snatchers ;Horror|Sci-Fi|Thriller;426;106452;1993
427;Boxing Helena ;Mystery|Romance|Thriller;427;106471;1993
428;Bronx Tale, A ;Drama;428;106489;1993
429;Cabin Boy ;Comedy;429;109361;1994
430;Calendar Girl ;Drama;430;106505;1993
431;Carlito's Way ;Crime|Drama;431;106519;1993
432;City Slickers II: The Legend of Curly's Gold ;Comedy|Western;432;109439;1994
433;Clean Slate ;Comedy;433;109443;1994
434;Cliffhanger ;Action|Adventure|Crime;434;106582;1993
435;Coneheads ;Comedy|Sci-Fi;435;106598;1993
436;Color of Night ;Drama|Thriller;436;109456;1994
437;Cops and Robbersons ;Comedy;437;109480;1994
438;Cowboy Way, The ;Action|Comedy;438;109493;1994
439;Dangerous Game ;Drama;439;106660;1993
440;Dave ;Comedy|Romance;440;106673;1993
441;Dazed and Confused ;Comedy;441;106677;1993
442;Demolition Man ;Action|Sci-Fi;442;106697;1993
443;Endless Summer 2, The ;Documentary;443;109729;1994
444;Even Cowgirls Get the Blues ;Comedy|Romance;444;106834;1993
445;Fatal Instinct ;Comedy;445;106873;1993
446;Farewell My Concubine ;Drama|Romance;446;106332;1993
447;Favor, The ;Comedy|Romance;447;109783;1994
448;Fearless ;Drama;448;106881;1993
449;Fear of a Black Hat ;Comedy;449;106880;1993
450;With Honors ;Comedy|Drama;450;111732;1994
451;Flesh and Bone ;Drama|Mystery|Romance;451;106926;1993
452;Widows' Peak ;Drama;452;111712;1994
453;For Love or Money ;Comedy;453;106941;1993
454;Firm, The ;Drama|Thriller;454;106918;1993
455;Free Willy ;Adventure|Children's|Drama;455;106965;1993
456;Fresh ;Drama;456;109842;1994
457;Fugitive, The ;Action|Thriller;457;106977;1993
458;Geronimo: An American Legend ;Drama|Western;458;107004;1993
459;Getaway, The ;Action;459;109890;1994
460;Getting Even with Dad ;Comedy;460;109891;1994
461;Go Fish ;Drama|Romance;461;109913;1994
462;Good Man in Africa, A ;Action|Adventure;462;109920;1994
463;Guilty as Sin ;Crime|Drama|Thriller;463;107057;1993
464;Hard Target ;Action|Adventure|Crime|Thriller;464;107076;1993
465;Heaven & Earth ;Action|Drama|War;465;107096;1993
466;Hot Shots! Part Deux ;Action|Comedy|War;466;107144;1993
467;Live Nude Girls ;Comedy;467;113674;1995
468;Englishman Who Went Up a Hill, But Came Down a Mountain, The ;Comedy|Romance;468;112966;1995
469;House of the Spirits, The ;Drama|Romance;469;107151;1993
470;House Party 3 ;Comedy;470;110064;1994
471;Hudsucker Proxy, The ;Comedy|Romance;471;110074;1994
472;I'll Do Anything ;Comedy|Drama;472;110097;1994
473;In the Army Now ;Comedy|War;473;110123;1994
474;In the Line of Fire ;Action|Thriller;474;107206;1993
475;In the Name of the Father ;Drama;475;107207;1993
476;Inkwell, The ;Comedy|Drama;476;110137;1994
477;What's Love Got to Do with It? ;Drama;477;108551;1993
478;Jimmy Hollywood ;Comedy;478;110197;1994
479;Judgment Night ;Action;479;107286;1993
480;Jurassic Park ;Action|Adventure|Sci-Fi;480;107290;1993
481;Kalifornia ;Drama|Thriller;481;107302;1993
482;Killing Zoe ;Thriller;482;110265;1994
483;King of the Hill ;Drama;483;107322;1993
484;Lassie ;Adventure|Children's;484;110305;1994
485;Last Action Hero ;Action|Comedy;485;107362;1993
486;Life with Mikey ;Comedy;486;107413;1993
487;Lightning Jack ;Comedy|Western;487;110353;1994
488;M. Butterfly ;Drama;488;107468;1993
489;Made in America ;Comedy;489;107478;1993
490;Malice ;Thriller;490;107497;1993
491;Man Without a Face, The ;Drama;491;107501;1993
492;Manhattan Murder Mystery ;Comedy|Mystery;492;107507;1993
493;Menace II Society ;Action|Crime|Drama;493;107554;1993
494;Executive Decision ;Action|Thriller;494;116253;1996
495;In the Realm of the Senses (Ai no corrida) ;Drama;495;74102;1976
496;What Happened Was... ;Comedy|Drama|Romance;496;111689;1994
497;Much Ado About Nothing ;Comedy|Romance;497;107616;1993
498;Mr. Jones ;Drama|Romance;498;107611;1993
499;Mr. Wonderful ;Comedy|Romance;499;107613;1993
500;Mrs. Doubtfire ;Comedy;500;107614;1993
501;Naked ;Drama;501;107653;1993
502;Next Karate Kid, The ;Action|Children's;502;110657;1994
503;New Age, The ;Drama;503;110649;1994
504;No Escape ;Action|Sci-Fi;504;110678;1994
505;North ;Comedy;505;110687;1994
506;Orlando ;Drama;506;107756;1993
507;Perfect World, A ;Action|Drama;507;107808;1993
508;Philadelphia ;Drama;508;107818;1993
509;Piano, The ;Drama|Romance;509;107822;1993
510;Poetic Justice ;Drama;510;107840;1993
